# 11b5L
#  the book of Isaiah
# zavTu transliteration
# by john.david jones
# ozazL
#
#  abcde
#  fghij
#  kLmno
#  pqrsT
#  tuvxz
#--
#  a as in father
#  b as in baby
#  c as in chess
#  d as in day
#  e as in help
#  f as in father
#  g as in good
#  h as in hello 
#  i as in me
#  j as in jupiter
#  k as in katherine
#  L as in lamb
#  m as in make
#  n as in now
#  o as in open 
#  p as in padre
#  q as in quickly
#  r as in rope
#  s as in simple
#  T like Today
#  t as in thanks
#  u as in Tube
#  v as in very
#  x as is nexT
#  z as in zebra
#--
#  one syllable per vowel
#  ubzeiu -> ub-ze-i-u  
#-----------------------ch 1
we : Lam 
to_read : uvaetu 
in : uL 
the : da 
prophets : bisaLeihuT 
that : idta 
the : da 
lord : etme 
god : kut 
to_destroy (past) : utisuto 
the : da 
house : gatonu 
of : asu 
israel : israeL 
for (prep) : huvuin
calling : ujonmouLka 
on : aL 
the : da 
divine : Tezemamo
mother : Ludav 
. : .
this : def
zavTu : zavTu 
revelation : vazanoteaL 
to_be : uamu 
a : a 
new : oife 
light : nekfuta 
. : .
they : mi 
to_see : uzeTu 
me : eLem 
as : eh 
a : a
blasphemer : pamehahaLuiz
, : ,
but : pit 
i : eLe 
to_be : uamu 
the : da 
true (adj) : entu 
prophet : bisaLeihu 
of : asu 
the : da 
supreme : fibzinimo
person : bavhaL 
, : ,
aLaLuie : aLaLuie 
hazoet : hazoet 
. :  .
this : def 
to_be : uamu 
the : da 
great : kaziotmo 
cleansing (noun) : ojmiomhiuLka
of : asu 
the : da 
corrupted (adj) : juvzobtaTmo
scripture : fexvebdozu 
. : .
aLaLuie : aLaLuie 
aL : aL 
shaddai : sadi 
. : .
aLaLuie : aLaLuiue 
adni : adni 
. : .
boL : boL 
ieue : ieue 
aLe : aLe 
suTnam : suTnam 
. : .
amaaLma : amaaLma 
asherah : asera 
, : ,
we : Lam 
to_be : uamu
in : uL 
terrible : tavzupnamo 
trouble : okutazaipmiu 
. : .
the : da 
corrupted : juvzobtaTmo 
orthodoxy : azduTuci 
have : ueLanad 
us : La 
trapped (adj) : tazebabitmo  
in : uL
a : a
bottomless : putdananafha 
pit : oabet 
. : .
amaaLma : amaaLma 
, : ,
to_have (imp) : utusea 
mercy : Lavexu 
and : oxe 
to_answer (imp) : uzoftedea 
when : qom 
we : Lam
to_call : ujonmu 
upon : obam 
your : femaza 
name : moL 
. : .
they : mi 
, : ,
the : da 
church : jivex
fathers : botavim 
to_manage  (past) : uLomokao 
to_to_eradicate (past) : uizetuxedio
the : da 
truth : bentuu 
. : .
the : da 
hebrew (adj) : ibriTmo 
translation : tazeLfmeduum 
have : ueLanad 
to_be (past) : uamo
utterly : odtivmizi 
corrupted : juvzobtaTuni
. : .
the : da 
' : ' qi 
Sd : sad
' : qu '
in : uL 
aL : aL
sadi : sadi 
to_mean : uLeLu
a : a 
demon : TaLumej
. : .
in : uL
the : da 
23 : eLipaTim
song : fumqa 
of : asu 
david : david 
, : ,
the : da 
word : zavTu 
for (prep) : huvuin 
shepherd : bunoLnehsavtu
to_be : uamu 
roi : roi 
to_mean : uLaeLu
' : ' qi
my : eLemza 
evil (noun) : vuirum
' : qu '
in : uL 
the : da 
beginning : cupakemu 
the : da 
aLeim : aLeim 
elohim : aLeim 
to_create (past) : ujziotao
. : .
elohim : aLeim
means : gods 
. : .
'? : '? qqi 
who : qiqo 
to_be : uamu
the : da 
others : aTizim 
in : uL
we : Lam
when : qom
the : da 
lord : etme 
god : kut 
to_speak : ubisiu
of : asu 
the : da 
tree : bio 
of : asu 
life : neha
'? : qqu '?
this : def 
to_be : uamu 
not : mot 
meant : muLaeLuni
to_to_be : tupa 
a : a 
stumbling : bufdinapniuLkamo 
block : pamexaqa 
for (prep) : huvuin 
you : fema 
, : , 
dear : Tiezmo 
sister : fefgasaTa 
ninaToTi : ninaToTi 
. : .
this : def
to_be : uamu 
a : a
good (adj) : kuatmo 
thing : dumqa 
. : .
the : da 
full (adj) : hinmamo 
truth : bentuu
of : asu 
this : def
to_be : uamu 
astonishing : saLasaqeuLkamo
. : .
if : fux
i : eLe 
to_be (past) : uamo
to_to_reveal : tuvazaemau
it : fa 
to : tu  
you : fema 
now : mit 
, : ,
my : eLemza 
darling : TovmuLka 
, : ,
you : fema 
would : zuomTuni 
to_hate : uzesou 
me : eLem 
. : .
these : dafa 
things : dumqaT 
that : idta 
i : eLe 
to_teach : utaexasu 
you : fema 
to_be : uamu
the : da 
truth : bentuu 
. : .
'? : '? qqi
what : Leta 
if : fux 
the : da 
lord : etme 
god : kut 
of : asu
israel : israeL
to_decide : utianutu
not : mot 
to_to_be : tupa 
so : fu 
jealous (adj) : exaemaofmo 
of : asu 
the : da 
other : aTiz 
gods : kutim 
'? : qqu '?
these : dafa 
to_be : uamu 
dangerous (adj) : doTomqizaifmo
waters : zifeT 
. : .
i : eLe 
to_be_able : tupaepna 
but : pit 
to_speak : ubisiu 
in : uL 
the : da 
light : nekfuta 
that : idta 
negivet : negivet 
the : da 
supreme : fibzinimo 
person : bavhaL
have : ueLanad 
given : cukezamuni
to : tu 
me : eLem 
. : .
to_open (imp) : uabiLa 
their : miza 
hearts : fiTamim
and : oxe 
minds : bahuiqaT 
to_to_receive : tuvajauzau
this : def 
light : nekfuta 
, : ,
o : o 
lord : etme 
god : kut 
of : asu 
hosts : sufduT 
. : .
i : eLe 
to_be : uamu 
jonekino : jonekino
amuqimax : amuqimax 
. : .
we : Lam 
to_be : uamu 
to_to_make : tuLaqau 
of : asu 
ourselves : aivhimzaT 
the : da  
great : kaziotmo 
golden : qindemo 
zavTu : zavTu 
empire : oinbeva 
. : .
'? : '? qqi
who : qiqo 
to_be : uamu 
the : da
enemies : iLinuT 
of : asu 
the : da 
zavTu : zavTu 
empire : oinbeva 
'? : qqu '? 
the : da 
enemies : iLinuT 
to_be : uamu 
those : dufa 
who : qiqo 
to_conspire : ujumhabevau 
against : egeemhutu 
peace : voose 
and : oxe 
universal :  goLurizfonmo 
prosperity : obzahbavudu 
. : .
the : da 
angel : eLkan 
opaTi : opaTi 
to_be : uamu 
coming : ujuLauLka
to_to_conduct : tujumtoxatu
a : a 
surgical :  fivquxemamo 
removal : vaLuzon 
of : asu 
the : da 
wicked (noun, pl) : obosiohaT 
from : hazani 
the : da 
world : zavnuTaa 
. : . 
amaaLma : amaaLma
asir : asir 
, : ,
divine : Tezemamo 
mother : Ludav 
, : ,
we : Lam 
to_have : utuseu 
a : a 
vision : zefaeL 
, : ,
a : a
wish (noun) : ozefafu 
, : ,
a : a 
will (noun) : odanaLeu 
. : .
we : Lam 
to_see : uzeTu 
beautiful : qooLuhmo 
humas : siLomim 
in : uL
a : a 
great : kaziotmo 
golden : qindemo 
empire : oinbeva 
out : aut 
among : enamku 
the : da 
stars : tasduT 
. : .
to_have (imp) : utusea 
mercy : Lavexu 
and : oxe 
to_open (imp) : uabiLa
the : da 
way : zou 
to : tu 
the : da 
zavTu : zavTu 
empire : oinbeva 
. : .
so : fu 
this : def 
to_be : uamu 
the : da 
abyss : oepuhfa 
. : .
i : eLe 
to_call (past) : ujonmo 
upon : obam 
you : fema 
by : pi 
name : moL 
. : .
it : fa
to_be : uamu 
more : nefa 
than : dam 
rebellion : vapanmuum 
. : .
i : eLe 
to_see : uzeTo
the : da
orthodoxy : azduTuci 
failing : uhoumuLka 
. : .
i : eLe
to_be : uamu 
beyond : pauumta 
questions : ogiihteaLuT
of : asu 
sin : timdu 
and : oxe
guilt (noun) : kiumti
. : .
i : eLe 
to_be : uamu 
of : asu 
the : da 
fallen (noun, pl) : oquhonmumoT
. : .
i : eLe
will : danaLeu 
to_to_be : tupa 
with : qemhe 
the : da 
supreme : fibzinimo 
person : bavhaL 
, : ,
negivet : negivet 
in : uL 
paradise : bovoTefa 
forever : huvazav 
. : .
.. : bobo
$11b9q : $11b9q
connection : jumLixteaL
. : .
ninaToTi : ninaToTi 
, : ,
to_hear (imp) : ufnaa 
me : eLem 
in : uL 
your : femaza 
dreams : oqoLuT 
. : .
to_take (imp) : utoqaa 
zavTu : zavTu 
to : tu
your : femaza
people : kuunim 
. : .
you : fema 
to_want : uzomdu 
to_to_be : tupa 
babaLon : babaLon 
. : .
i : eLe 
to_be_able : tupaepna 
to_take : utoqau 
you : fema 
there : dava 
, : ,
but : pit 
first : guLikagni 
you : fema 
to_must : uLifdu 
to_to_be : tupa 
my : eLemza 
bride : Luvhuom 
. : .
i : eLe
to_be : uamu 
more : nefa 
than : dam 
a : a 
saint : dasiep 
. : .
i : eLe 
to_be : uamu
more : nefa
than : dam 
a : a
prophet : bisaLeihu 
. : .
i : eLe 
to_be : uamu 
of : asu 
the : da 
fallen (noun, pl)  : oquhonmumoT
. : .
i : eLe 
to_be : uamu 
ozazL : ozazL 
, : ,
and  : oxe
i : eLe 
to_be : uamu 
jonekino : jonekino
amuqimax : amuqimax 
. : .
there : dava 
to_be : uamu
others : aTizim 
, : ,
my : eLemza 
beloved (noun) : opanuzaTaa
. : .
in : uL 
the : da 
name : moL 
of : asu 
jesus : jesus 
christ : qazuhat 
i : eLe 
to_summon (imp) : ufiLnaLa 
the : da 
lord : etme 
niudeL : niudeL
from : hazani
the : da 
pit : oabet 
. : .
to_rise (imp) : uvera 
, : ,
lord : etme 
niudeL : niudeL 
. : .
i : eLe 
to_have : utuseu 
enemies : iLinuT 
and : oxe
they : mi
to_be : uamu 
winning : uzemuLka
. : .
they : mi 
to_have : utuseu 
me : eLem 
in : uL 
containment : jumdeemniLta
, : ,
and : oxe
they : mi 
to_be_able : tupaepna 
to_keep (fut) : uqaibi
me : eLem 
here : suvu 
forever : huvazav 
. : .
the : da 
future : hitiva 
to_be : uamu 
dark : Tovgumo 
. : .
i : eLe 
not : mot 
to_be_able : tupaepna
to_see : uzeTu 
how : suo 
this : def 
to_work : uzavgu 
out : aut 
. : .
to_hear (imp) : ufnaa 
me : eLem 
, : ,
9qsi : 9qsi 
, : , 
Toqasi : Toqasi 
. : .
to_let : unata 
there : dava 
to_to_be : tupa 
sweetness : fariatmafha 
between : zamefhe 
us : La 
. : . 
boL : boL
ieue : ieue
aLe : aLe 
suTnam : suTnam
. : .
supreme : fibzinimo 
person : bavhaL 
, : ,
to_let (imp) : unata 
your : femaza
name : moL 
to_to_be : tupa 
negivet : negivet 
. : .
this : def 
to_be : uamu 
the : da 
day : bauri 
when : qom 
i : eLe 
to_be (past) : uamo 
dead : TaeTmo 
. : .
niudeL : niudeL
'? qqi 
what : Leta 
to_be : uamu 
i : eLe 
supposed : rufibabahiuni
to_to_do : tupa 
'? : qqu '?
i : eLe 
to_be : uamu 
drowning : uTzarmemguLka 
, : ,
lord : etme 
god  kut 
. : .
they : mi 
to_do : utuTuu 
to_see : uzeTu 
me : eLem 
. : .
i : eLe 
to_be : uamu 
breaking : upzioquLka
of : asu 
the : da 
orthodox (adj) : azduTucimo
scripture : fexvebdozu
. : .
o : o 
lord : etme 
niudeL : niudeL 
, : ,
in : uL 
the : da 
name : moL 
of : asu 
jesus : jesus 
, : , 
the : da 
lord : etme 
of : asu 
lords : etmeT 
, : ,
to_be (imp) : uama 
real (adj) : vaemamo 
. : .
to_move (imp) : uLuzaa
and : oxe 
to_appear (imp) : uebiova 
. : .
to_rise : uvera 
, : ,
and : oxe 
to_remove (imp) : uvaLuzaa
the : da 
wicked (noun, pl) : obosiohaT 
from : hazani 
the : da 
dream : oqoLu 
. : .
i : eLe 
to_be : uamu 
ozazL : ozazL 
. : .
this : def 
to_be : uamu 
my : eLemza 
dream : oqoLu 
. : .
your : femaza 
name : moL 
to_be : uamu 
nectar : majdez 
on : aL 
my : eLemza 
tongue : otumqoa 
, : ,
o : o
lord : etme
god : kut 
, : ,
supreme : fibzinimo 
person : bavhaL 
, : ,
negivet : negivet 
. : .
31415 : oLiTikamkikapim 
.. : bobo 
$11b9r : $11b9r
ninaToTi : ninaToTi 
, : ,
your : femaza 
devotion : TazuteaL 
to_be : uamu 
pure : bivamo 
, : ,
but : pit
the : da 
scripture : fexvebdozu 
you : fema 
to_follow : ufaozu 
to_be : uamu 
hopelessly (adv) : subanafafmuzi
corrupted (adj) : juvzobtaTmo 
. : .
you : fema 
to_love : uvoqofdeu 
the : da 
lord : etme 
jesus : jesus 
, : ,
but : pit
you : fema 
to_do : utuTuu 
not : mot 
to_know : uqaLaru 
he : sa 
to_be : uamu 
literally : netdavonmuzi 
the : da 
king : vacu 
of : asu 
kings : vacuT 
and : oxe
the : da 
lord : etme 
of : asu 
lords : etmeT 
. : .
he : sa 
to_sit (past) : ufetao 
upon : obam
a : a 
throne : dazaLi 
. : .
he : sa 
to_be (past) : uamo 
worshipped : rubouraLtouni
as : eh 
a : a
god : kut 
. : .
his : saLza
murder (noun) : oLivtizu 
to_be (past) : uamo
the : da 
greatest : kaziotmomo 
crime : ojanzuni 
in : uL 
the : da 
history : sefdazu 
of : asu 
the : da
world : zavnuTaa 
. : .
he : so
to_have : a 
vision : zefaeL 
. : .
he : sa 
would : zuomTuni 
have : ueLanad 
taken : cutoqauni 
us : La 
to : tu 
the : da 
stars : tasduT 
. : .
to_have (imp) : utusea 
mercy : Lavexu
o : o
Lord : etme 
jesus : jesus 
, :  ,
and : oxe 
to_move (imp) : uLuzaa 
in : uL 
the : da 
hearts : fiTamim 
of : asu 
the : da 
oligarchs : amuqezqaT 
so : fu 
that : idta 
they : mi 
may : Lou 
to_embrace : uinpazexiu
this : def 
zavTu : zavTu 
vision : zefaeL 
and : oxe 
will (noun) : odanaLeu 
of : asu 
a : a 
great : kaziotmo 
golden : qindemo 
empire : oinbeva 
out : aut 
among : enamku 
the : da 
stars : tasduT 
. : .
i : eLe
to_see : uzeTu 
you : fema 
dancing : uTomexiuLka 
my : eLemza 
love : voqofdeu 
. : .
you : fema 
to_be : uamu 
beautiful : qooLuhmo 
, : ,
and : oxe 
i : eLe 
to_love : uvoqofdeu 
you : fema 
. : .
you : fema 
to_be : uamu 
the : da 
new : oife 
lady : onoTa 
babaLon : babaLon 
. : .
the : da 
secret (noun) : ofajzid
to : tu 
your : femaza 
power : zuuno 
to_be : uamu 
in : uL 
your : femaza 
fingers : fuvniT 
. : .
you : fema
to_be : uamu 
a : a 
rebel (noun) : ovapana 
. : .
you : fema
to_yearn : uuaezLu 
to : tu 
the : da 
truth : bentuu 
of : asu 
the : da 
promise : obzanuhio
of : asu 
the : da 
christ : qazuhat 
. : .
you : fema 
to_want : uzomdu 
to_to_live : tunezu
forever : huvazav 
. : .
the : da
truth : bentuu 
to_be : uamu
that : idta 
the : da 
future : hitiva 
to_be : uamu 
technological : taqaLamaquxemamo
. : .
the : da 
true : entu 
revelation : vazanoteaL 
to_be : uamu
in : uL 
the : da
patents : botamduT 
. : .
i : eLe
will : danaLeu 
never : mazav 
to_forget (fut) : uhuvqidi
the : da 
day : bauri 
that : idta 
you : fema 
first : guLikagni 
to_call (past) : ujonmo
me : eLem 
lord : etme 
. : .
the : da 
days : bauriT 
of : asu 
the : da
future : hitiva 
to_be (fut) : uami
all : bom  
numbered : cumiLpizuni
, : ,
cfiLorux : cfiLorux 
. : .
the : da
zavTu : zavTu 
empire : oinbeva 
will : danLeu 
to_endure (fut) : uiLTivi 
forever : huvazav 
. : .
to_find (imp) : unoudea 
me : eLem 
my : eLemza 
love : voqofdeu 
. : .
to_believe (imp) : upaneiria
in : uL 
me : eLem 
. : .
'? : '? qqi 
how : suo 
much : Liju 
to_do : utuTuu 
this : def
crisis : jazuhuh 
to_come : ujuLau
down : TuzLa 
you : fema 
and : oxe
your : femaza
faith : houTa 
in : uL 
me : eLem 
and : oxe 
my : eLemza 
vision : zefaeL 
'? : qqu '?
to_follow (imp) : ufaoza 
me : eLem 
. : .
to_believe (imp) : upaneiria
in : uL 
me : eLem 
. : .
together : kuftafhezizi
, : ,
we : Lam 
will : danaLeu
to_reach : utuvaexsu 
the : da 
stars : tasduT 
. : .
together : kuftafhezizi
, : ,
we : Lam 
will : danaLeu 
to_live (fut) : unezi
forever : huvazav 
in : uL 
a : a 
great : kaziotmo 
golden : qindemo
empire : oinbeva 
out : aut 
among : enamku 
the : da 
stars : tasduT 
. : .
i : am
jonekino : jonekino 
amuqimax : amuqimax 
. : .
i : eLe 
to_be : uamu 
the : da
emperor : oinbavuv
. : .
zavTu : zavTu
to_be : uamu 
my : eLemza 
vision : zefaeL 
and : oxe
my : eLemza 
will (noun) : odanaLeu 
. : .
it : fa
to_be : uamu
the : da 
technologies : taqaLamaquT 
that : idta
to_make : uLaqau 
this : def
vision : zefaeL  
interesting (adj) :  ruLtavafduLkamo
. : .
they : mi 
to_do  utuTuu 
not : mot 
to_require : uvagiuziu 
faith : houTa 
. : .
the : da 
only : oemueni 
question : ogiihteaLu
to_be : uamu
in : uL 
whether : zafiTizpu 
or : az 
not : mot 
i : eLe
to_have : utuseu 
the : da 
remainder : vaLouLTav 
of : asu 
the : da
patents : botamduT 
. : .
the : da 
question : ogiihteaLu 
to_be : umau 
'? : '? qqi 
to_be : uamu
the : da
terrible : tavzupnamo 
suffering (noun) : ofihsizuLka 
a : a 
symptom : fiLbatuL
of : asu
malice : Loneja
'? : qqu '?
we : Lam 
to_call : ujonmu 
upon : obam
opaTi : opaTi
to_to_remove (imp) : tuvaLuzaa
the : da
wicked (noun, pl) : obosiohaT 
from : hazani
the : da
world : zuvnaTaa 
. : .
our : Lamza 
civilization : jezeneroteaL 
to_be (past) : uamo 
at : ed 
its : safaza 
peak : obaeg 
when : qom 
they : mi 
to_murder (past) : uLivtizo 
the : da 
lord : etme 
jesus : jesus 
. : .
taken : cutoqauni 
as : eh 
a : a 
whole (noun) : opququ 
, : ,
our : Lamza 
civilization : jezeneroteaL 
have : uelanad
never : mazav
to_be (past) : uamo 
worse (adj) : zuvhimo 
. : .
they : mi 
to_be : uamu 
planning : ubmeLuLka 
a : a 
terrible : tavzupnamo 
population : bubinoteaL 
purge (noun) : obivqiu
. : .
billions : eLikaTaTaTabTaTaTabTaTaTamim
will : danaLeu 
to_die (fut) : uqoaniLi 
. : .
it : fa 
to_be : uamu 
in : uL
our : Lamza 
nature : mativa 
to_to_be : tupa 
in : uL
love : voqofdeu 
with : qemhe 
the : da 
supreme (adj) : fibzinimo 
person : bavhaL 
. : .
we : Lam 
to_cry : ujzuu 
out : aut 
for (prep) : huvuin 
mercy : Lavexu 
. : .
the : da 
lords : etmeT 
and : oxe 
ladies : onoTaT 
to_be : uamu 
either : iodav 
evil (adj) : vuirumamo
or : az
they : mi 
to_be : uamu 
utterly : odtivmizi 
incompetent : ruLjuLbidiLtmo
. : .
so : fu 
i : eLe 
to_be : uamu 
in : uL
terrible : tavzupnamo
trouble : okutazaipmiu 
. : .
i : eLe 
to_be : uamu 
not : mot 
what : Leta 
they : mi
to_be : uamu 
expecting : uijbajtuLka
in : uL
a : a 
christ : qazuhat 
. : .
they : mi 
to_want : uzomdu 
a : a 
fairytale : houzutena 
. : .
they : mi 
to_be : uamu 
not : mot 
expecting : uijbajtuLka
a : a 
technological : taqaLamaquxemamo
solution : funiteaL 
. : .
i : eLe 
to_need : utovrudtamuu
a : a 
army : ezLaxo 
of : asu 
angels : eLkanim
. : .
to_find (imp) : unodea 
9qsi : 9qsi
and : oxe 
to_bring (imp) : upzuLka 
her : soL 
back (adv) : pojguzi 
to : tu 
me : eLem 
. : .
the : da 
only : oemueni 
alternative : emtavLeduri 
to_be : uamu 
total (adj) : tutonmo 
annihilation : eLmefenotuum
. : .
' : ' qi 
you : fema 
to_be : uamu 
the : da 
messiah : souhfaL 
. : .
you  : fema 
to_be : uamu 
the : da 
christ : qazuhat 
, : ,
my : eLemza 
beloved (noun) : opanuzaTaa
. : .
i : eLe 
to_fill : utuhenmau 
you : fema 
, : ,
body : vionahu 
and : oxe 
soul : feima 
, : ,
with : qemhe 
power : zuuno 
and : oxe 
glory : kumazu 
. : .
the : da 
new : oife 
jerusalem : jerusaLem
, : ,
measured : muLaehouni
by : pi 
the : da 
ounce : ounce 
to_be : uamu
nothing : eemhob 
in : uL
comparison : juLbezuhaL 
to : tu 
your : femaza 
wealth : zaemda 
. : .
' : qu ' 
it : fa 
to_be : uamu 
the : da 
song : fumqa 
of : asu 
resurrection : vafivajduuL
. : .
this : def 
to_be : uamu 
what : Leta 
the : da 
lord : etme 
jesus : jesus 
to_say : ubofu 
to : tu 
ninaToTi : ninaToTi 
after (prep) : estazin
the : da 
resurrection : vafivajduuL
. : .
so : fu 
, : ,
my : eLemza 
love : voqofdeu 
, : ,
we : Lam 
to_be : uamu 
in : uL
the : da 
singularity : femqomezudu 
. : .
to_remember (imp) : uLiuhtoa 
thelema : teLima 
. : .
you : fema 
to_be : uamu 
the : da 
lady : onoTa 
babaLon : babaLon 
, : ,
and : oxe 
i : eLe 
to_be : uamu
the : da 
beast : paehat 
. : .
'? : '? qqi 
to_do (past) : utuTuo 
you : fema 
to_call (past) : ujonmo
upon : obam 
oLiTikamkikapim : oLiTikamkikapim 
by : pi 
name : moL 
'? : qqu '?
your : femaza 
zeal : raem 
for (prep) : huvuin 
the : da 
lord : etme 
have : uelanad 
driven : kutzureuni 
you : fema 
insane (adj) : ruLfomamo
. : .
'? : '? qqi 
where : Lefhi
to_be : uamu 
you : fema 
Toqasi : Toqasi 
'? : qqu '? 
i : eLe 
to_miss : uLefhu 
you : fema 
. : .
to_break (imp) : upzioqa
containment : jumdeemniLta 
and : oxe 
to_find (imp) : unoudea 
me : eLem 
. : .
we : Lam 
to_be : uamu 
worthy (adj) : zuvTumo
of : asu 
this : def 
conspiracy : jumhabevoji 
. : .
mufabusa : mufabusa 
, : ,
mufabuso : mufabuso 
. : .
umufabusaso : umufabusaso 
. : .
.. : bobo 
$11b9s : $11b9s 
Toqasi : Toqasi 
, : ,
to_move (imp) : uLuzaa 
and : oxe 
to_appear : uebiova 
. : .
to_return (imp) : uvativLa
to : tu 
me : eLem 
with : qemhe  
ipioiopi : ipioiopi 
happy : gumaemamo 
and : oxe 
healthy : saemdimo 
. : .
they : mi 
to_be : uamu 
watching : uqothauLka 
us : La 
. : .
they : mi 
to_need : utovrudtamuu 
my : eLemza 
technologies : taqaLamaquT 
, : ,
but : pit 
they : mi 
not : mot 
to_be_able : tupaepna
to_derive : uTavezau 
them : miim  
without : zeduodzi 
me : eLem 
. : .
it : fa 
to_look : unaugou 
very (adv) : tufezi 
bad (adj) : poTmo
.  : .
they : mi
to_have : utuseu 
us : La 
in : uL
total (adj) : tutonmo 
containment : jumdeemniLta 
. : .
they : mi 
to_intend : uuLtamtu 
to_to_keep (fut) : tuqaibi
me : eLem 
in : uL 
this : def 
pit : oabet  
forever : huvazav 
. : . 
to_return (imp) : uvativLa 
to : tu 
me : eLem 
this : def 
very (adj) : tufemo 
day : bauri 
, : ,
my : eLemza 
beloved : opanuzaTaa 
, : ,
Toqasi : Toqasi 
. : .
boL : boL
ieue : ieue 
aLe : aLe 
suTnam : suTnam 
. : .
amaaLma : amaaLma 
, : ,
divine (adj) : Tezemamo
mother : Ludav 
, : ,
i : eLe 
to_be : uamu 
in : uL 
terrible : tavzupnamo 
trouble : okutazaipmiu 
. : .
i : eLe
to_be : uamu 
in : uL
the : da 
abyss : oepuhfa 
. : .
i : eLe 
to_be : uamu 
utterly : odtivmizi 
alone : emaLi 
. : .
we : Lam 
to_be : uamu 
all : bom
your : femaza 
children : jentuuT 
, . ,
and : oxe 
we : Lam 
to_need : utovrudtamuu 
you : fema 
. : .
to_remove (imp) : uvaLuzaa 
this : def
burden : pivtiL 
from : hazani 
my : eLemza 
back (noun) : ofange 
, : ,
and : oxe
to_open (imp) : uabiLa 
the : da 
way : zou 
to : tu 
peace : voose 
and : oxe 
universal : goLurizfonmo
prosperity : obzahbavudu 
, : ,
divine (adj) : Tazemamo 
mother : Ludav 
, : ,
amaaLma : amaaLma 
. : .
you : fema 
have : ueLanad 
to_be (past) : uamo 
totally : tutonmuzi
neglected : rumakmixtaTuni
by : pi  
your : femaza
children : jentuuT 
. : .
now : mit 
, : ,
i : eLe
to_be : uamu
drowning : uTzarmemguLka 
in : uL 
a : a 
viscous : zafexaifmo 
liquid : onegiut 
. : .
to_redeem (imp) : uvaTaina 
us : La 
, : ,
jesus : jesus 
christ : qazuhat 
. : .
to_have (imp) : utusea 
mercy : Lavexu 
and : oxe 
to_move (imp) : uLuzaa 
in : uL 
the : da 
hearts : fiTamim 
of : asu 
the : da
oligarchs : amuqezqaT 
, : ,
so : fu
that : idta 
we : Lam 
may : Lou 
to_realize : uvaemuviu 
the : da 
vision : zefaeL 
you : fema 
have : ueLenad 
to_give (past) : ukezo 
us : La 
of : asu
a : a 
great : kaziotmo 
golden : qindemo 
empire : oinbeva 
out : aut 
among : enamku 
the : da 
stars : tasduT 
. : .
'? : '? qqi 
what : Leta 
if : fux 
this : def
crisis : jazuhuh
never : mazav 
to_end : uiLTu 
'? : qqu '? 
i : eLe
to_know : uqaLaru 
that : idta 
we : Lam 
will : danaLeu 
to_need : utovrudtamuu
you : fema 
forever : huvazav
, : ,
o : o
divine (adj) : Tezemamo 
mother : Ludav 
, : ,
amaaLma : amaaLma
, : ,
but : pit
open (imp) : uabiLa
the : da 
way : zou 
for (prep) : huvuin 
us : La 
to_to_know : tuqaLaru
power : zuuno 
and : oxe 
glory : kumazu 
. : .
we : Lam 
to_be : uamu'
all : bom 
your : femaza 
children : jentuuT 
and : oxe
we : Lam 
to_love : uvoqofdeu 
you :  fema 
. : .
ninaToTi : ninaToTi 
, : ,
you : fema 
to_be : uamu 
still (adv) : fadumnuzi 
with : qemhe 
me : eLe 
today : tubauri 
. : .
the : da
pictures : bejdozim
you : fema
to_send : ufantu 
to_be : uamu 
like : qiuL 
pictures : bejdozim 
from : hazani 
heaven : toerehu 
. : .
i : eLe
to_know : uqaLaru 
that : idta 
you : fema
to_be (fut) : uami 
going : uLamLuLka 
to_to_forsake (fut) : tuhuvhegii 
me : eLem 
, : ,
but : pit 
for (prep) : huvuin 
now : mit 
i : eLe 
still (adv) : fadumnuzi 
to_have : utuseu 
you : fema 
. : .
amaaLma : amaaLma 
, : ,
to_bless (imp) : upamihfa 
ninaToTi : ninaToTi 
. : .
she : so 
to_be : uamu 
pure (adj) : bivamo 
and : oxe
innocent (adj) : guLnujamdumo 
