# 11b5L
#  the book of Isaiah
# zavTu transliteration
# by john.david jones
# ozazL
#-----------------------ch 1
one : eLikam
person : kuun
who : qiqo
to_act : uegtu
justly : exifdizi
and : oxe
to_seek : ufaigu
truth : bentuu
, : ,
so : fu
that : idta
i : eLe
may : Lou
to_pardon : ubovtaLu
jerusalem : jerusaLem
. : .
although : emdaiqusa
they : mi
to_say : ubofu
' : qi
as : eh
the : da
lord  etme
to_live : unezu
. : .
' : qu
yet : cuatpu
they : mi
to_swear : ufriovu
falsely : honhinizi
. : .
o : o
lord : etme
'? : qqi
to_do : utuTuu
your : femaza
eyes : fenaneT
not : mot
to_look : unaugou
for (prep) : huvuin
truth : bentuu
'? : qqu
you : fema
have : ueLanad
to_strike (past) : ufdavoqo
them : miim
but : pit
they : mi
to_feel (past) : uhaimo
no : iL
anguish : eLkiuhsa
. : .
you : fema
have : ueLanad
to_consume (past) : ufiateo
them : miim
but : pit
they : mi
to_refuse (past) : uvahifo
to_to_take : tutoqau
correction : ojuvzixeteaL
. : .
they : mi
have : ueLanad
to_make (past) : uLaqao
their : miza
faces : qofradim
harder (adj) : sovtizmo
than :  dam
rock : vuqa
. : .
they : mi
have : ueLanad
to_refuse (past) : uvahifo
to_to_turn : tutivLu
back (adv) : pojguzi
. : .
then : fenmaem
i : eLe
to_say (past) : ubofo
' : qi
these : dafa
to_be : uamu
only : oemueni
the : da
poor (noun, : , pl) : bauzim
, : ,
they : mi
to_have : utuseu 
no : iL
sense (noun) : ofamhi
for (conj) : huvupu
they : mi
to_do : utuTuu
not : mot
to_know : uqaLaru
the : da
way : zou
of : asu
the : da
lord : etme
, : ,
the : da
law : noz
of : asu
their : miza
god : kut
. : .
to_let (imp) : unata
me : eLem
to_go : uLamLu
to : tu
the : da
rich (noun, : , pl) : ovejim
and : oxe
to_speak : ubisiu
to : tu
them : miim
. : .
surely : fivamuzi
they : mi
will : danaLeu
to_know (fut) : uqaLari
the : da
way : zou
of : asu
the : lord
, : ,
the : da
law : noz
of : asu
their : miza
god : kut
. : .
' : qu 
but : pit
they : mi
all : bom
alike (adv) : emugizi
have : ueLanad
to_break (past) : upzioqo
the : da
yoke : buuqa
. : .
they : mi
have : ueLanad
to_burst (past) : upivhato
the : da
bonds : pumtuT
. : .
therefore : izqu
a : a
lion : neaLa
from : hazani
the : da
forest : huvafda
shall : ufanmu
to_kill : utobabou
them : miim
. : .
a : a
wolf : fifezunsa
from : hazani
the : da
desert (noun) : oTafavdu
shall : ufanmu
to_destroy : utisutu
them : miim
. : .
a : a
leopard : naabezTa
to_be : uamu
watching : uqothauLka
against : egeemhutu
their : miza
cities : qoiboLqeT
. : .
everyone : qiugqe
who : qiqo
to_get : ukatu
out : aut
of : asu
them : miim
shall : ufanmu
to_to_be : tupa
torn : kutaezuni
to : tu
pieces : bonoT
. : .
because : qufge 
their : miza
transgressions : tazeLfqavafhuumim
to_be : uamu
many : boncaL
. : .
their : miza
apostasies : epahtofiT
to_be : uamu
great : kaziotmo
. : .
'? : qqi
how : suo
to_be_able : tupaepna
i : eLe
to_pardon : ubovtaLu
you : fema
'? : qqu
your : femaza
children : jentuuT
have : ueLanad
to_forsake (past) : uhuvhegio
me : eLem
, : ,
and : oxe
have : ueLanad
to_swear (past) : ufriovo
by : pi
those : dufa
who : qiqo
to_be : uamu
no : iL
gods : kutim
. : .
when : qom
i : eLe
to_feed (past) : uhaito
them : miim
to : tu
the : da
full (adv) : hinmazi
, : ,
they : mi
to_commit (past) : uquLeto
adultery : etomtavi
and : oxe
to_troop (past) : utzaubo
to : tu
the : da
houses : gatonuT
of : asu
prostitutes : sovmaduT
. : .
they : mi
to_be (past) : uamo
well-fed : zanmuhaTzi
lusty (adj) : nifdumo
stallions : fademneaLim
, : ,
each : iojaf
neighing : umauqasuLka
for (prep) : huvuin
his : saLza
neighbor's : moebozuza
wife : zeha
. : .
'? : qqi
shall : ufanmu
i : eLe
not : mot
to_punish : ubimefafu
them : miim
for (prep) : huvuinä
these : dafa
things : dumqaT
'? : qqu
, : ,
to_say : ubofu
the : da
lord : etme
. : .
and : oxe
'? : qqi
shall : ufanmu
i : eLe
not : mot
to_bring : upzuLku
retribution : vatzupoduum
on : aL
a : a
nation : moteuL
such (adj) : fijafmo
as : eh
this : def
'? : qqu
to_go (imp) : uLamLa
up : maoho
through : dazo
her's : soLza
vine : zema
rows : vuzim
and : oxe
to_destroy (imp) : utisuta
, : ,
but : pit
to_do (imp) : utuTua
not : mot
to_make : uLaqau
a : a
full (adj) : hinmamo
end : iLTu
. : .
to_strip (imp) : ufdaveba
away : ereizi
her's : soLza
branches : pazeLjafim
, : ,
for (conj) : huvupu
they : mi
to_be : uamu
not : mot
the : da
lord's : etmeza
. : .
for (conj) : huvupu
the : da
house : gatonu
of : asu
israel : israeL
and : oxe
the : da
house : gatonu
of : asu
judah : judah
have : ueLanad
to_be (past) : uamo
utterly : odtivmizi
faithless : huoTnafhamo
to : tu
me : eLem
, : ,
to_say : ubofu
the : da
lord : etme
. : .
they : mi
have : ueLanad
to_speak (past) : ubisio
falsely : honhinizi
of : asu
the : da
lord : etme
, : ,
and : oxe
have : ueLanad
to_say (past) : ubufo
' : qi
he : sa
will : danaLeu
to_do (fut) : utuTui
nothing : eemhob
. : .
no : iL
evil : vuirum
will : danaLeu
to_come (fut) : ujuLai
upon : obam
us : La
, : ,
and : oxe
we : Lam  
shall : ufanmu
not : mot
to_see (fut) : uzeTi
sword : fazasa
or : az
famine : hoLema
. : .
' : qu
the : da
prophets : bisaLeihuT
to_be : uamu
nothing : eemhob
but : pit
wind : zemtu
, : ,
for (conj) : huvupu
the : da
word : zavTu
to_be : uamu
not : mot
in : uL
them : miim
. : .
thus : difazi
shall : ufanmu
it : fa
to_to_be : tupa
done : dutuTuuni
to : tu
them : miim
. : .
therefore : izqu
to_say : ubofu
the : da
lord : etme
, : ,
the : da
god : kut
of : asu
hosts : sufduT
:
because  qufge
they : mi
have : ueLanad
to_speak (past) : ubisio
this : def 
word : zavTu
, : ,
i : eLe
to_be : uamu
now : mit
making : uLaqauLka
my : eLemza
words : zavTuT
in : uL
your : femaza
mouth : LuoTu
a : a
fire : tine
, : ,
and : oxe
this : def
people (noun, : , sing) : okuunima
wood : zaut
, : ,
and : oxe
the : da
fire : tine
will : danaLeu
to_consume (fut) : ufiatei
them : miim
. : .
i : eLe
to_be (fut) : uami
going : uLamLuLka
to_to_bring (fut) : tupzuLki
upon : obam
you : fema
a : a
nation : moteuL
from : hazani
far : hovo
away : ereizi
, : ,
o : o
house : gatonu
of : asu
israel : israeL
, : ,
to_say : ubofu
the : da
lord : etme
. : .
it : fa
to_be : uamu
a : a
enduring (adj) : iLTivuLkamo
nation : moteuL
. : .
it : fa 
to_be : uamu
a : a
ancient : eLjeuLtmo
nation : moteuL
, : ,
a : a
nation : mmoteuL
whose : fahiza
language : nomqooka
you : fema
to_do : utuTuu
not : mot
to_know  : uqaLaru
, : ,
nor : muz
to_be_able : tupaepna
you : fema
to_understand : uunLavau
what : Leta
they : mi
to_say : ubofu
. : .
their : miza
quiver (noun) : ogiuriz
to_be : uamu
like : qiuL
a : a
open (adj) : abiLomo
tomb : tuLpa
. : .
all : bom
of : asu
them : miim
to_be : uamu
mighty : Lakfatimo
warriors : zovzuuvim
. : .
they : mi
shall : ufanmu
to_eat (fut) : ueiqami
up : maoho
all : bom
your (pl) : femaTza
harvest (noun) : fotu
and : oxe
your (pl) : femaTza
food : viage
. : .
they : mi
shall : ufanmu
to_eat (fut) : ueiqami
your (pl) : femaTza
sons : buugeT
and : oxe
your (pl) : femaTza
daughters : titavim
. : .
they : mi
shall : ufanmu
to_eat (fut) : ueiqami
your (pl) : femaTza
flocks : neoneT
and : oxe
your (pl) : femaTza
herds : savtuT. : .
they : mi
shall : ufanmu
to_eat (fut) : ueiqmi
your (pl) : femaTza
vines : zemaT
and : oxe 
your (pl) : femaTza
fig : fig
trees : bioT
. : .
they : mi
shall : ufanmu
to_destroy (fut) : utisuti
with : qemhe
the : da
sword : fazasa
your (pl) : femaTza
fortified : quhuvdusimo
cities : qoiboLqeT
in : uL
which : zexu
you (pl) : femaT
to_trust : uhzohtu
. : .
but : pit
even (adv) : iriLzi
in : uL
those : dufa
days : bauriT
, : ,
to_say : ubofu
the : da
lord : etme
, : ,
i : eLe
will : danaLeu
not : mot
to_make (fut) : uLaqai
a : a
full (adj) : hinmamo
end : iLTu
of : asu
you (pl) : femaT
. : .
and : oxe
when : qom
your (pl) : femaTza
people : kuunim
to_say (fut) : ubofi
' : qi
'? : qqi
why : Leqahu
have : ueLanad
the : da
lord : etme
our : Lamza
god : kut
to_do (past) : utuTuo
all : bom
these : dafa 
things : dumqaT
to : tu
us : La
'? : qqu
' : qu
and : oxe
you : fema
shall : ufanmu
to_say (fut) : ubofi
' : qi
as : eh
you (pl) : femaT
have : ueLanad
to_forsake (past) : uhuvhegio
me : eLem
and : oxe
to_serve (past) : ufavrio
foreign (adj) : huvauqamo
gods : kutim
in : uL
your (pl) : femaT
land : nomta
, : ,
so : fu
you (pl) : femaT
shall : ufanmu
to_serve (fut) : ufavrii
strangers : fadvemqizim
in : uL
a : a
land : nomta
that : idta
to_be : uamu
not : mot
yours : femaza
. : .
' : qu
to_declare (imp) : uTajmeza
this : def
in : uL
the : da
house : gatonu
of : asu
jacob : jakob
, : ,
to_proclaim : ubzaxmouna
it : fa
in : uL
judah : judah
:
to_hear (imp) : ufnaa
this : def 
, : ,
o : o
foolish : huanuhsamo
and : oxe
senseless : famhinafhamo
people : kuunim
, : ,
who : qiqo
to_have : utuseu
eyes : fenaneT
but : pit
to_do : utuTuu
not : mot
to_see : uzeTu
, : ,
who : qiqo
to_have : utuseu
ears : quvreT
but : pit
to_do : utuTuu
not : mot
to_hear : ufnau
. : .
'? : qqi
to_do : utuTuu
you (pl) : femaT
not : mot
to_fear : ubangu
me : eLem
'? : qqu
, : ,
to_say : ubofu
the : da
lord : etme
. : .
'? : qqi
to_do : utuTuu
you (pl) : femaT
not : mot
to_tremble : utzinpamiu
before (prep) : pahuvin
me : eLem
'? : qqu
i : eLe
to_place (past) : uobamexio
the : da
sand : fomtu
as : eh
a : a
boundary : puoLtovi
for (prep) : huvuin
the : da
sea : Lave
, : ,
a : a
perpetual : bavubidoonmo
barrier : povzuav
that : idta
it : fa
not : not
to_be_able : tupaepna
to_pass : ubofhau
. : .
though : duoqufa
the : da
waves : ozazaT
to_toss : utufhu
, : ,
they : mi
not : mot
to_be_able : tupaepna
to_prevail : ubzireemu
. : .
though : duoqufa
they : mi
to_raor : uvuezu
, : ,
they : mi
not : mot
to_be_able : tupaepna
to_pass : ubofhau
over : ariz
it : fa
. : .
but : pit
this : def
people (noun, : , sing) : okuunima
to_have : utuseu
a : a
stubborn : fadopapuvLamo
and : oxe
rebellious : vapanmuaohmo
heart : fiTam
. : .
they : mi
have : ueLanad
to_turn (past) : utivLo
aside (adv) : ehutizi 
and : oxe
to_go (past) : uLamLo
away : ereizi
. : .
they : mi
to_do : utuTuu
not : mot
to_say : ubofu
in : uL
their : miza
hearts : fiTamim
' : qi
to_let : unata
us : La 
to_fear : ubangu
the : da
lord : etme
our : Lamza
god : kut
, : ,
who : qiqo
to_give : ukezu
the : da
rain : vouL
in : uL
its : safaza
season : faehaL
, : ,
the : da
autumn : eitiLaL
rain : vouL
and : oxe
the : da
spring (noun) : ofabavemqu
rain : vouL
. : .
and : oxe
to_keep : uqaibu
for (prep) : huvuin
us : La
the : da
weeks : zaiguT
appointed : guebabaemduni
for (prep) : huvuin
the : da
harvest (noun) : fotu
. : .
' : qu
your (pl) : femaTza
iniquities : buLukaetiT
have : ueLanad
to_turn (past) : utivLo
these : dafa 
away : ereizi
, : ,
and : oxe
your (pl) : femaTza
sins : timduT
have : ueLanad
to_deprive (past) : uTabzurao
you (pl) : femaT
of : asu
good (noun) : okuat
. : .
for (conj) : huvupu
scoundrels : fexaimtavanim
to_be : uamu
found : cuhemtuni
among : enamku
my : eLemza
people : kuunim
. : .
they : mi
to_take : utoqau
over : ariz
the : da
goods : okuatim
of : asu
others : aTizim
. : .
like : qiuL
fowlers : huzmizim
they : mi
to_set : ufatu
a : a
trap : tazeb
. : .
they : mi
to_catch : ujotexu
human (adj) : siLomamo
beings : buamuLkaT
. : .
like : qiuL
a : a
cage : joka
full (adj) : hinmamo
of : asu
birds : pevtuT
, : ,
their : miza
houses : gatonuT
to_be : uamu
full (adj) : hinmamo
of : asu
treachery : otaziojfizu
. : .
therefore : izqu
they : mi
have : ueLanad
to_become (past) : upajuLao
great : kaziotmo
and : oxe
rich : vejmo
. : .
they : mi 
have : ueLanad
grown : dukzaruni
fat (adj) : vofremo
and : oxe
sleek : famiaqamo
. : .
they : mi
to_know : uqaLaru
no : iL
limits : neLetim
in : uL
deeds : Taitim
of : asu
wickedness : bosiomafha
. : .
they : mi
to_do : utuTuu
not : mot
to_judge : ucuxiTqihuu
with : qemhe
justice : exifduxi
the : da
cause (noun) : ojoohi
of : asu
the : da
orphan : azhom
, : ,
to_to_make : tuLaqau
it : fa
to_prosper : ubzahbavu
, : ,
and : oxe
they : mi
to_do : utuTuu
not : mot
to_defend : uTahamtu
the : da
rights : ovekaftaT
of : asu
the : da
needy (noun, : , pl) : oumaitim
. : .
'? : qqi
shall : ufanmu
i : eLe
not : mot
to_punish : ubimefafu
them : miim
for (prep) : huvuin
these : dafa
things : dumqaT
'? : qqu
, : , 
to_say : ubofu
the : da
lord : etme
. : .
'? : qqi
and : oxe
shall : ufanmu
i : eLe
not : mot
to_bring : upzuLku
retribution : vatzupoduum
on : aL
a : a
nation : moteuL
such (adj) : fijafmo
as : eh
this : def 
'? : qqu
a : a
appalling : ebabonmuLkamo
and : oxe
horrible : suvzupnamo
thing : dumqa
have : ueLanad
to_happen (past) : usobabiLo
in : uL
the : da
land : nomta
. : .
the : da
prophets : bisaLeihuT
to_prophesy : ubzasihuu
falsely : honhinizi
, : ,
and : oxe
the : da
priests : qusamim
to_rule : uvinau
as : eh
the : da
prophets : bisaLeihuT
to_direct : uTevajtu
. : .
my : eLemza
people : kuunim
to_love : uvoqofdeu
to_to_have : tutuseu
it : fa
so : fu
, : ,
'? : qqi
but : pit
what : Leta
will : danaLeu
you : fema
to_do : utuTuu
when : qom
the : da
end : iLTu
to_come : ujuLau
'? : qqu
__: bobo
#-----------------jeremiah ch 6
to_flee (imp) : umhiada
for (prep) : huvuin
safety : fohati
, : ,
o : o
children : jentuuT
of : asu
benjamin : benjamin
, : ,
from : hazani
the : da
midst : LeThaf
of : asu
jerusalem : jerusaLem
. : .
to_blow (imp) : upmara
the : da
trumpet : tazonbat
in : uL
tekoa : Tekoa
, : ,
and : oxe
to_raise (imp) : uvouhia
a : a
signal : fekLem
on : aL
beth-haccherem : bethacherem
. : .
for (conj) : huvupu
evil : vuirum
to_loom : unuanu
from : hazani
the : da
north : muvTu
, : ,
and : oxe
great : kaziotmo
destruction : omutisuta
. : .
i : eLe
have : ueLanad
to_liken (past) : uneqamo
daughter : titav
zion : zion
to : tu
the : da
lovliest : buvoqofdeunimomo
pasture : bofdozia
. : .
shepherds : bunoLnehsavtuT
with : qemhe
their : miza
flocks : neoneT
shall : ufanmu
to_come (fut) : ujuLai
against : egeemhutu
her : soL
. : .
they : mi
shall : ufanmu
to_pitch (fut) : ubetexi
their : miza
tents : tamduT
around (prep) : ezaomtin
her : soL
. : .
they : mi
shall : ufanmu
to_pasture (fut) : ubofdozii
, : ,
all : bom
in : uL
their : miza
places : obamexiuT
. : .
' : qi
to_prepare (imp) : ubzibezia
war : futo
against : egeemnutu
her : soL
. : .
to_let : unata
us : La
to_attack : uedtojgu
at : ed
noon : muaL
. : .
' : qu
' : qi
woe : zui
to : tu
us : La
, : , 
for (prep) : huvuin
the : da
day : bauri
to_decline : uTajmuLu
. : .
the : da
shadows : ofafetarim
of : asu
evening : bumte
to_lengthen : unamqadamu
. : .
' : qu
' : qi
to_get (imp) : ukata
up : maoho
, : ,
to_let (imp) : unata
us : La
to_attack : uedtojgu
by : pi
night : mekasdu
, : ,
and : oxe
to_destroy : utisitu
her's : soLza
palaces : bonojaT
. : .
' : qu
for (conj) : huvupu
thus : difazi
to_say : ubofu
the : da
lord : etme
of : asu
hosts : sufduT
:
to_cut (imp) : ujita
down : TuzLa
her's : soLza
trees : bioT
. : .
to_cast (imp) : ujofda
up : maoho
a : a
siege (adj) : feiqimo 
ramp : voLba
against : egeemhutu
jerusaLem : jerusaLem
. : .
this : def
to_be : uamu
the : da
city : qoiboLqe
that : idta
to_must : uLifdu
to_to_be : tupa
punished : kubimefafni
. : .
there : dava 
to_be : uamu
nothing : eemhob
but : pit
oppression : okabubzihfeaL
within : zedum
her : soL
. : .
as : eh
a : a
well : nasti
to_keep : uqaibu
its : safaza
water : zife
fresh : hazihasmo
, : ,
so : fu
she : so
to_keep : uqaibu
fresh : hazihasmo
her's : soLza
wickedness : bosiomafha
. : .
violence : zeamiLexa
and : oxe
destruction : omutisuta
to_be : uamu
heard : cufnauni
within : zedum
her : soL
. : .
sickness : ofefguni
and : oxe
wounds : zuoLtaT
to_be : uamu
ever : iriz
before (prep) : pahuvin
me : eLem
. : .
to_take (imp) : utoqaa
warning : ozovLuLka
o : o
jerusalem : jerusaLem
, : ,
or : az
i : eLe
shall : ufanmu
to_turn (fut) : utivLi
from : hazani
you : fema
in : uL
disgust (noun) : oTefqohat
, : ,
and : oxe
to_make : uLaqau
you : fema
a : a
desolation (noun) : oTafunoteaL
, : ,
a : a
uninhabited (adj) : iLuLsopetaTmo
land : nomta
. : .
thus : difazi
to_say : ubofu 
the : da
lord : etme
of : asu
hosts : sufduT
:
to_glean (imp) : ukmioma
thoroughly : duvuoqasmuzi
as : eh
a : a
vine : zema
the : da
remnant : vaLaLeLta
of : asu
israel : israeL
. : .
like : qiuL
one : eLikam
who : qiqo
to_gather : ukodavu
grapes : kazebiT
, : ,
to_pass (imp) : ubofhaa
your : femaza
hand : qafe
again : toehu
over : ariz
its : safaza
branches : pazeLjafim
. : .
'? : qqi
to : tu
who : qiqo
shall : ufanmu
i : eLe
to_speak : ubisiu
and : oxe
to_give : ukezu
warning : ozovLuLka
, : ,
that : idta
they : mi
may : Lou
to_hear : ufnau
'? : qqu
to_see (imp) : uzeTa
, : ,
their : miza
ears : quvreT
to_be : umau
closed (adj) : jamahitmo
. : .
they : mi
not : mot
to_be_able : tupaepna
to_listen : unefdiLu
. : .
the : da
word : zavTu
of : asu
the : da
lord : etme
to_be : uamu
to : tu
them : miim
a : a
object (noun) : oapexajda
of : asu
scorn (noun) : ofexavma
. : .
they : mi
to_take : utoqau
no : iL
pleasure : bamiofiva
in : uL
it : fa
. : .
but : pit
i : eLe
to_be : uamu
full (adj) : hinmamo
of : asu
the : da
wrath :  zazeTa
of : asu
the : da
lord : etme
. : .
i : eLe
to_be : uamu
weary (adj) : zaezumo
of : asu
holding : usuntuLaka
it : fa
in : uL
. : .
to_pour (imp) : ubuoma
it : fa
out : aut
on : aL
the : da
children : jentuuT
in : uL
the : da
street : fadvaid
, : ,
and : oxe
on : aL
the : da
gatherings (noun, : , pl) : okadavuLkaT
of : asu
young : gamiamo
men : LaihuT
also (adv) : emfuzi
. : .
both : LunaLned
husband : biamuha
and : oxe
wife : zeha
shall : ufanmu
to_to_be : tupa
taken : cutoqauni
, : ,
the : da
old (adj) : zomfemo 
folk : hunga
and : oxe
the : da
very (adj) : tufemo
aged (adj) : eqitmo
. : .
their : miza
houses : gatonuT
shall : ufanmu
to_to_be : tupa
turned : gutivLuni
over : ariz
to : tu
others : aTizim
, : ,
their :  miza
fields : heimtuT
and : oxe
their : miza
wives : zehaT
together (adv) : kuftafhezizi
. : .
for (conj) : huvupu
i : eLe
will : danaLeu
to_stretch (fut) : ufdavatexi
out : aut
my : eLemza
hand : qafe
against : egeemhutu
the : da
inhabitants : guLsopetomduT
of : asu
the : da
land : nomta
, : ,
to_say : ubofu
the : da
lord : etme
. : .
for (conj) : huvupu
from : hazani
the : da
least (adj) : naehtamo
to : tu
the : da 
greatest (adj) : kaziotmomo
of : asu
them : miim
, : ,
everyone : qiugqe
to_be : uamu
greedy (adj) : kaziaTimo
for (prep) : huvuin
unjust : oLexifdamo
gain (noun) : okouL
. : .
and : oxe
from : hazani
the : da
prophet : bisaLeihu
to : tu
the : da
priest : qusam
, : ,
everyone : qiugqe 
to_deal : utaemu
falsely : honhinizi
. : .
they : mi
have : ueLanad
to_treat (past) : utzioto
the : da
wound (noun) : zuoLta
of : asu
my : eLemzaa
people : kuunim
carelessly : jovanafhazi
, : ,
saying : ubofuLka
' : qi
peace : voose
, : ,
peace : voose
' : qu
, : ,
when : qom
there : dava
to_be : uamu
no : iL
peace : voose
. : .
they : mi
to_act  (past) : uegto
shamefully : fafenihinmuzi
. : .
they : mi
to_commit (past) : uquLeto
abomination : epanuLeduum
. : .
yet : cuatpu
they : mi
to_be (past) : uamo
not : mot
ashamed (adj) : rufafenimo 
. : .
they : mi
to_do (past) : utuTuo
not : mot
to_know : uqaLaru
how : suo
to_to_blush : tupmofasu
. : .
therefore : izqu
they : mi
shall : ufanmu
to_fall (fut) : uhonmi
among : enamku
those : dufa
who : qiqo
to_fall (fut) : uhnmi
. : .
at : ed
the : da
time : ieqo
that : idta
i : eLe
to_punish (fut) : ubimefafi
them : miim
, : ,
they : mi
shall : ufanmu
to_to_be : tupa
overthrown : cuarizdazarni
, : ,
to_say : ubofu
the : da
lord : etme
. : .
thus : difazi
to_say : ubofu
the : da
lord : etme
:
to_stand (imp) : uqomdeu
at : ed
the : da
crossroads : jazahfavuetim
and : oxe
to_look (imp) : unaugoa
, : ,
and : oxe
to_ask (imp) : uqifa
for (prep) : huvuin
the : da
ancient : eLjeuLtmo
paths : bodim
, : ,
where : Lefhi
the : da
good (adj) : kuatmo
way : zou
to_lay : unouu
. : .
and : oxe
to_walk (imp) : uzonga
in : uL
it : fa
, : ,
and : oxe
to_find (imp) : unoudea
rest (noun) : ovafdu
for (prep) : huvuin
your (pl) : femaTza
souls : feimaT
. : .
but : pit
they : mi
to_say (past) : ubofo
' : qi
we : Lam
will : danaLeu
not : mot
to_walk : uzongu
in : uL
it : fa
. : .
' : qu
also (adv) : emfuzi
i : eLe
to_raise (past) : uvouhio
up : maoho
sentinels : fiLduLimfaT
for (prep) : huvuin
you (pl) : femaT
:
' : qi
to_give (imp) : ukeza
heed : saita
to : tu
the : da
trumpet : tazonbat
